6	1356	151	14	14	9	70011	70012	70013
#8	1356	150	14	13	7	70014	70015	70016
#8	1356	150	14	13	7	70014	70015	70016
8	1356	165	14	13	9	70017	70018	70019



### Pipe_2
#5	1916	136	14	14	2	70113	70113	70114
#5	1916	150	14	14	2	70113	70113	70114
5	1916	164	14	14	2	70113	70113	70114
5	1916	150	14	14	2	70111	70111	70112


### Pipe_3
#5	1980	136	14	14	2	70113	70113	70114
5	1980	150	14	14	2	70113	70113	70114
5	1980	164	14	14	2	70113	70113	70114
5	1980	136	14	14	2	70111	70111	70112




### GreenWall_4
6	2312	50	14	14	4	70011	70012	70013
8	2312	60	14	13	4	70014	70015	70016
8	2312	75	14	13	4	70014	70015	70016
8	2312	90	14	13	4	70014	70015	70016
8	2312	105	14	13	4	70014	70015	70016
8	2312	120	14	13	4	70014	70015	70016
8	2312	135	14	13	4	70014	70015	70016
8	2312	150	14	13	4	70014	70015	70016
8	2312	165	14	13	4	70017	70018	70019


## Shadow_GreenWall_4
8	2366	65	9	9	1	70091	70091	70091
8	2366	75	9	17	1	70092	70092	70092
8	2366	90	9	17	1	70092	70092	70092
8	2366	105	9	17	1	70092	70092	70092
8	2366	120	9	17	1	70092	70092	70092
8	2366	135	9	17	1	70092	70092	70092
8	2366	150	9	17	1	70092	70092	70092
8	2366	165	9	17	1	70092	70092	70092




### PinkWall_4
#6	1388	83	14	13	9	70021	70022	70023
#8	1388	97	14	13	9	70024	70025	70026
#8	1388	111	14	13	9	70024	70025	70026
6	2270	125	14	13	4	70021	70022	70023
8	2270	137	14	13	4	70024	70025	70026
8	2270	151	14	13	4	70024	70025	70026
8	2270	165	14	13	4	70027	70028	70029


## Shadow_PinkWall_4
8	2323	130	9	9	1	70091	70091	70091
8	2323	140	9	9	1	70092	70092	70092
8	2323	150	9	17	1	70092	70092	70092
8	2323	165	9	17	1	70092	70092	70092



### Pipe_4
#5	1980	136	14	14	2	70113	70113	70114
5	2442	150	14	14	2	70113	70113	70114
5	2442	164	14	14	2	70113	70113	70114
#5	1980	136	14	14	2	70111	70111	70112


### Pipe_5
5	2442	58	14	14	2	70113	70113	70114
5	2442	44	14	14	2	70113	70113	70114
5	2442	30	14	14	2	70113	70113	70114
5	2442	16	14	14	2	70113	70113	70114
5	2442	2	14	14	2	70113	70113	70114
5	2442	-12	14	14	2	70113	70113	70114
5	2442	-26	14	14	2	70113	70113	70114
5	2442	-40	14	14	2	70113	70113	70114
5	2442	-54	14	14	2	70111	70111	70112



### Pipe_6
5	2510	164	14	14	2	70113	70113	70114
5	2510	150	14	14	2	70111	70111	70112





#Goomba
2	232	164


#ShineBrick
1	2077	165
1	2093	165 
1	2108	165 
1	2123	165 
1	2138	165 
1	2154	165 
1	2170	165 


1	2093	150 
1	2108	150 
1	2123	150 
1	2138	150 
1	2154	150 


1	2108	135 
1	2123	135 
1	2138	135 
1	2154	135 


1	2216	165 
1	2232	165 
1	2216	150 


5	2441	136	16	15	2	22011	22011	22011

5	2441	72	16	15	2	22011	22011	22011

#QuestionBrick
7	184	116	 
7	200	116	
7	232	68	 
7	248	68	
7	446	68	
7	720	150	
7	784	118	
7	1578	124	




#Portal 
50	2810	120	2840	155	1
